<<<<<<< HEAD
frame_number,x,y,sequence_id,sequence_annotation,number_of_points,still_file,Path,site_id,CT_serial_number,Folder,xdim,ydim,cam_id,file_name,file_id,Time,Date,PA_cat,Dig,Num_an
28,3225.466667,1391.733333,OCGSV43_10,0.2,1,a (61).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (61).JPG,a(61).JPG_OCGSV43,NA,NA,NA,Y,
28,3243.6,1169.6,OCGSV43_11,0.3,1,a (61).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (61).JPG,a(61).JPG_OCGSV43,NA,NA,NA,Y,
30,3125.733333,997.3333333,OCGSV43_12,0.2,1,a (63).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (63).JPG,a(63).JPG_OCGSV43,NA,NA,NA,Y,
30,3166.533333,689.0666667,OCGSV43_13,0.4,1,a (63).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (63).JPG,a(63).JPG_OCGSV43,NA,NA,NA,Y,
36,2033.2,965.6,OCGSV43_14,0.2,1,a (69).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (69).JPG,a(69).JPG_OCGSV43,NA,NA,NA,Y,
36,2055.866667,666.4,OCGSV43_15,0.4,1,a (69).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (69).JPG,a(69).JPG_OCGSV43,NA,NA,NA,Y,
39,1149.2,897.6,OCGSV43_16,0.2,1,a (72).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (72).JPG,a(72).JPG_OCGSV43,NA,NA,NA,Y,
39,1158.266667,621.0666667,OCGSV43_17,0.4,1,a (72).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (72).JPG,a(72).JPG_OCGSV43,NA,NA,NA,Y,
45,1307.866667,834.1333333,OCGSV43_18,0.2,1,a (78).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (78).JPG,a(78).JPG_OCGSV43,NA,NA,NA,Y,
45,1316.933333,639.2,OCGSV43_19,0.4,1,a (78).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (78).JPG,a(78).JPG_OCGSV43,NA,NA,NA,Y,
49,1983.333333,852.2666667,OCGSV43_20,0.2,1,a (82).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (82).JPG,a(82).JPG_OCGSV43,NA,NA,NA,Y,
49,1996.933333,661.8666667,OCGSV43_21,0.4,1,a (82).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (82).JPG,a(82).JPG_OCGSV43,NA,NA,NA,Y,
54,2935.621555,916.3412541,OCGSV43_22,0.2,1,a (87).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (87).JPG,a(87).JPG_OCGSV43,NA,NA,NA,Y,
54,2960.950578,719.3377475,OCGSV43_23,0.4,1,a (87).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (87).JPG,a(87).JPG_OCGSV43,NA,NA,NA,Y,
61,2440.559979,845.3045478,OCGSV43_24,0.2,1,a (94).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (94).JPG,a(94).JPG_OCGSV43,NA,NA,NA,Y,
61,2448.28141,706.3188025,OCGSV43_25,0.4,1,a (94).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (94).JPG,a(94).JPG_OCGSV43,NA,NA,NA,Y,
63,1958.829786,986.0170367,OCGSV43_28,0.2,1,a (96).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (96).JPG,a(96).JPG_OCGSV43,NA,NA,NA,Y,
63,1990.005952,660.894165,OCGSV43_29,0.4,1,a (96).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (96).JPG,a(96).JPG_OCGSV43,NA,NA,NA,Y,
65,1611.438225,1386.853454,OCGSV43_26,0.2,1,a (98).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (98).JPG,a(98).JPG_OCGSV43,NA,NA,NA,Y,
65,1669.336818,585.1806196,OCGSV43_27,0.4,1,a (98).JPG,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,3264,2448,B12,a (98).JPG,a(98).JPG_OCGSV43,NA,NA,NA,Y,
66,157.8954115,866.9262958,OCGSV43_30,Mt,1,a(8)_01.jpeg,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,720,480,B12,a(8),a(8)_OCGSV43,02:56,26/05/2017,strict,Y,
77,180.175444,450.7240324,OCGSV43_31,Mt,7,a(8)_12.jpeg,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,720,480,B12,a(8),a(8)_OCGSV43,02:56,26/05/2017,strict,Y,
78,171.9052154,430.6391915,OCGSV43_31,Mt,7,a(8)_13.jpeg,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,720,480,B12,a(8),a(8)_OCGSV43,02:56,26/05/2017,strict,Y,
79,145.9130683,377.473436,OCGSV43_31,Mt,7,a(8)_14.jpeg,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,720,480,B12,a(8),a(8)_OCGSV43,02:56,26/05/2017,strict,Y,
80,112.8321537,331.3964479,OCGSV43_31,Mt,7,a(8)_15.jpeg,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,720,480,B12,a(8),a(8)_OCGSV43,02:56,26/05/2017,strict,Y,
81,114.013615,316.0374518,OCGSV43_31,Mt,7,a(8)_16.jpeg,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,720,480,B12,a(8),a(8)_OCGSV43,02:56,26/05/2017,strict,Y,
83,153.0018357,293.5896884,OCGSV43_31,Mt,7,a(8)_18.jpeg,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,720,480,B12,a(8),a(8)_OCGSV43,02:56,26/05/2017,strict,Y,
86,153.0018357,293.5896884,OCGSV43_31,Mt,7,a(8)_21.jpeg,F:\Stills\PNGSV\OCGSV43Stills\,OCGSV43,B121000651,OCGSV43Stills,720,480,B12,a(8),a(8)_OCGSV43,02:56,26/05/2017,strict,Y,
0,588.6077904,462.5326102,OCGSV44_0,Da,1,EK000003_01.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000003,EK000003_OCGSV44,17:32,13/04/2017,strict,Y,
44,463.7053346,348.9083147,OCGSV44_2,Da,1,EK000007_01.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
44,463.7053346,346.77125,OCGSV44_3,Da,15,EK000007_01.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
45,454.0885437,346.77125,OCGSV44_3,Da,15,EK000007_02.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
50,446.6088175,348.9083147,OCGSV44_3,Da,15,EK000007_07.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
51,426.3067035,354.2509762,OCGSV44_3,Da,15,EK000007_08.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
52,418.8269773,352.1139116,OCGSV44_3,Da,15,EK000007_09.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
53,411.3472511,347.8397823,OCGSV44_3,Da,15,EK000007_10.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
55,393.1822017,344.6341854,OCGSV44_3,Da,15,EK000007_12.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
58,384.6339432,341.4285885,OCGSV44_3,Da,15,EK000007_15.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
60,366.4688938,333.9488622,OCGSV44_3,Da,15,EK000007_17.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
61,349.3723767,325.4006037,OCGSV44_3,Da,15,EK000007_18.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
62,320.5220042,314.7152806,OCGSV44_3,Da,15,EK000007_19.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
63,308.7681487,311.5096836,OCGSV44_3,Da,15,EK000007_20.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
64,306.6310841,299.7558281,OCGSV44_3,Da,15,EK000007_21.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
65,277.7807116,294.4131665,OCGSV44_3,Da,15,EK000007_22.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000007,EK000007_OCGSV44,17:36,13/04/2017,strict,Y,
66,151.6938983,240.9865508,OCGSV44_3,Da,15,EK000008_01.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000008,EK000008_OCGSV44,17:37,13/04/2017,strict,Y,
66,162.8030351,245.6844937,OCGSV44_5,Da,6,EK000008_01.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000008,EK000008_OCGSV44,17:37,13/04/2017,strict,Y,
68,139.5931628,245.039775,OCGSV44_5,Da,6,EK000008_03.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000008,EK000008_OCGSV44,17:37,13/04/2017,strict,Y,
69,114.4491345,246.973931,OCGSV44_5,Da,6,EK000008_04.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000008,EK000008_OCGSV44,17:37,13/04/2017,strict,Y,
70,102.8441983,246.3292123,OCGSV44_5,Da,6,EK000008_05.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000008,EK000008_OCGSV44,17:37,13/04/2017,strict,Y,
74,82.21320075,247.6186497,OCGSV44_5,Da,6,EK000008_09.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000008,EK000008_OCGSV44,17:37,13/04/2017,strict,Y,
87,78.3448887,247.6186497,OCGSV44_5,Da,6,EK000008_22.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000008,EK000008_OCGSV44,17:37,13/04/2017,strict,Y,
96,629.3723328,700.3471427,OCGSV44_6,Da,1,EK000012_09.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000012,EK000012_OCGSV44,06:55,29/04/2017,strict,Y,
110,362.7065639,304.0521806,OCGSV44_7,Da,1,EK000015_01.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000015,EK000015_OCGSV44,06:23,29/05/2017,strict,Y,
110,366.7936482,293.1116847,OCGSV44_8,Da,3,EK000015_01.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000015,EK000015_OCGSV44,06:23,29/05/2017,strict,Y,
117,348.938196,301.3526688,OCGSV44_8,Da,3,EK000015_08.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000015,EK000015_OCGSV44,06:23,29/05/2017,strict,Y,
131,354.43218,301.3526688,OCGSV44_8,Da,3,EK000015_22.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000015,EK000015_OCGSV44,06:23,29/05/2017,strict,Y,
161,760.9870024,279.3767324,OCGSV44_10,Da,1,EK000017_08.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000017,EK000017_OCGSV44,06:25,29/05/2017,strict,Y,
161,773.3484666,275.2562444,OCGSV44_11,Da,7,EK000017_08.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000017,EK000017_OCGSV44,06:25,29/05/2017,strict,Y,
162,712.9146416,273.8827483,OCGSV44_11,Da,7,EK000017_09.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000017,EK000017_OCGSV44,06:25,29/05/2017,strict,Y,
163,649.7338246,262.8947974,OCGSV44_11,Da,7,EK000017_10.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000017,EK000017_OCGSV44,06:25,29/05/2017,strict,Y,
164,604.4084559,253.280308,OCGSV44_11,Da,7,EK000017_11.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000017,EK000017_OCGSV44,06:25,29/05/2017,strict,Y,
165,586.5530077,236.7983558,OCGSV44_11,Da,7,EK000017_12.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000017,EK000017_OCGSV44,06:25,29/05/2017,strict,Y,
172,565.9505673,228.5573796,OCGSV44_11,Da,7,EK000017_19.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000017,EK000017_OCGSV44,06:25,29/05/2017,strict,Y,
175,564.5770713,225.8103876,OCGSV44_11,Da,7,EK000017_22.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000017,EK000017_OCGSV44,06:25,29/05/2017,strict,Y,
176,810.5234095,679.3463153,OCGSV44_12,Da,1,EK000018_01.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000018,EK000018_OCGSV44,06:46,01/06/2017,strict,Y,
198,670.9324107,569.8942821,OCGSV44_13,Da,1,EK000019_01.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000019,EK000019_OCGSV44,06:48,01/06/2017,strict,Y,
198,667.759888,566.7217594,OCGSV44_14,Da,1,EK000019_01.jpeg,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,720,480,B13,EK000019,EK000019_OCGSV44,06:48,01/06/2017,strict,Y,
256,1762.706401,1983.245004,OCGSV44_15,0.2,1,EK000092.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000092.JPG,EK000092.JPG_OCGSV44,NA,NA,NA,Y,
256,1862.578026,974.541586,OCGSV44_16,0.3,1,EK000092.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000092.JPG,EK000092.JPG_OCGSV44,NA,NA,NA,Y,
258,34.92727831,1743.553103,OCGSV44_17,0.2,1,EK000094.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000094.JPG,EK000094.JPG_OCGSV44,NA,NA,NA,Y,
258,49.90802215,884.657123,OCGSV44_18,0.3,1,EK000094.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000094.JPG,EK000094.JPG_OCGSV44,NA,NA,NA,Y,
269,2297.019598,1294.130788,OCGSV44_19,0.2,1,EK000105.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000105.JPG,EK000105.JPG_OCGSV44,NA,NA,NA,Y,
269,2341.961829,639.9716404,OCGSV44_20,0.4,1,EK000105.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000105.JPG,EK000105.JPG_OCGSV44,NA,NA,NA,Y,
275,868.8553518,1144.32335,OCGSV44_21,0.2,1,EK000111.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000111.JPG,EK000111.JPG_OCGSV44,NA,NA,NA,Y,
275,893.8232582,555.0807586,OCGSV44_22,0.4,1,EK000111.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000111.JPG,EK000111.JPG_OCGSV44,NA,NA,NA,Y,
280,1027.751854,601.3214278,OCGSV44_23,0.2,1,EK000116.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000116.JPG,EK000116.JPG_OCGSV44,NA,NA,NA,Y,
280,1042.532428,246.5876435,OCGSV44_24,0.4,1,EK000116.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000116.JPG,EK000116.JPG_OCGSV44,NA,NA,NA,Y,
284,2370.204301,1048.549354,OCGSV44_25,0.2,1,EK000120.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000120.JPG,EK000120.JPG_OCGSV44,NA,NA,NA,Y,
284,2370.204301,700.4795764,OCGSV44_26,0.4,1,EK000120.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000120.JPG,EK000120.JPG_OCGSV44,NA,NA,NA,Y,
288,2985.28651,1077.157829,OCGSV44_27,0.2,1,EK000124.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000124.JPG,EK000124.JPG_OCGSV44,NA,NA,NA,Y,
288,2985.28651,752.928447,OCGSV44_28,0.4,1,EK000124.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000124.JPG,EK000124.JPG_OCGSV44,NA,NA,NA,Y,
292,1597.77548,915.0431377,OCGSV44_29,0.2,1,EK000128.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000128.JPG,EK000128.JPG_OCGSV44,NA,NA,NA,Y,
292,1612.079717,628.9583893,OCGSV44_30,0.4,1,EK000128.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000128.JPG,EK000128.JPG_OCGSV44,NA,NA,NA,Y,
298,1950.613336,1081.925908,OCGSV44_31,0.2,1,EK000134.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000134.JPG,EK000134.JPG_OCGSV44,NA,NA,NA,Y,
298,1974.453732,671.8711016,OCGSV44_32,0.4,1,EK000134.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000134.JPG,EK000134.JPG_OCGSV44,NA,NA,NA,Y,
301,1612.079717,1272.649073,OCGSV44_33,0.2,1,EK000137.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000137.JPG,EK000137.JPG_OCGSV44,NA,NA,NA,Y,
301,1616.847796,528.8287273,OCGSV44_34,0.4,1,EK000137.JPG,F:\Stills\PNGSV\OCGSV44Stills\,OCGSV44,B131200441,OCGSV44Stills,3264,2448,B13,EK000137.JPG,EK000137.JPG_OCGSV44,NA,NA,NA,Y,
0,1405.846358,865.8666667,OCGSV45_0,0.6,1,a (100).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (100).JPG,a(100).JPG_OCGSV45,NA,NA,NA,Y,
0,1401.056513,779.6494413,OCGSV45_1,0.8,1,a (100).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (100).JPG,a(100).JPG_OCGSV45,NA,NA,NA,Y,
1,2036.509395,910.5718946,OCGSV45_2,0.4,1,a (101).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (101).JPG,a(101).JPG_OCGSV45,NA,NA,NA,Y,
1,2039.702626,830.7411304,OCGSV45_3,0.6,1,a (101).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (101).JPG,a(101).JPG_OCGSV45,NA,NA,NA,Y,
5,1768.278028,945.6974309,OCGSV45_4,0.4,1,a (105).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (105).JPG,a(105).JPG_OCGSV45,NA,NA,NA,Y,
5,1768.278028,833.934361,OCGSV45_5,0.6,1,a (105).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (105).JPG,a(105).JPG_OCGSV45,NA,NA,NA,Y,
8,1873.654636,1092.586037,OCGSV45_6,0.2,1,a (108).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (108).JPG,a(108).JPG_OCGSV45,NA,NA,NA,Y,
8,1870.461406,923.3448169,OCGSV45_7,0.4,1,a (108).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (108).JPG,a(108).JPG_OCGSV45,NA,NA,NA,Y,
11,2876.329035,996.7891199,OCGSV45_8,0.4,1,a (43).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (43).JPG,a(43).JPG_OCGSV45,NA,NA,NA,Y,
11,2857.169651,747.7171357,OCGSV45_9,0.6,1,a (43).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (43).JPG,a(43).JPG_OCGSV45,NA,NA,NA,Y,
18,2254.350568,1797.065222,OCGSV45_10,0.3,1,a (50).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (50).JPG,a(50).JPG_OCGSV45,NA,NA,NA,Y,
18,2239.17885,846.3042431,OCGSV45_11,0.4,1,a (50).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (50).JPG,a(50).JPG_OCGSV45,NA,NA,NA,Y,
19,550.0609402,2307.846386,OCGSV45_12,0.2,1,a (51).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (51).JPG,a(51).JPG_OCGSV45,NA,NA,NA,Y,
19,534.8892225,1073.880009,OCGSV45_13,0.4,1,a (51).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (51).JPG,a(51).JPG_OCGSV45,NA,NA,NA,Y,
22,600.6333328,1781.893504,OCGSV45_14,0.2,1,a (54).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (54).JPG,a(54).JPG_OCGSV45,NA,NA,NA,Y,
22,555.1181795,1099.166206,OCGSV45_15,0.4,1,a (54).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (54).JPG,a(54).JPG_OCGSV45,NA,NA,NA,Y,
24,2218.949893,1554.317738,OCGSV45_16,0.2,1,a (56).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (56).JPG,a(56).JPG_OCGSV45,NA,NA,NA,Y,
24,2168.3775,927.2200711,OCGSV45_17,0.4,1,a (56).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (56).JPG,a(56).JPG_OCGSV45,NA,NA,NA,Y,
30,3058.451609,1154.795837,OCGSV45_18,0.2,1,a (62).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (62).JPG,a(62).JPG_OCGSV45,NA,NA,NA,Y,
30,3043.279891,851.3614823,OCGSV45_19,0.4,1,a (62).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (62).JPG,a(62).JPG_OCGSV45,NA,NA,NA,Y,
36,757.4077495,1281.226819,OCGSV45_20,0.2,1,a (68).JPG,F:\Stills\PNGSV\OCGSV45Stills\,OCGSV45,B131200426,OCGSV45Stills,3264,2448,B13,a (68).JPG,a(68).JPG_OCGSV45,NA,NA,NA,Y,
